At 1591743383.54 	 CP:	 4 	 229.34 	  8 	 229.34 	 0 	 229.34	 0 	 229.34	 0 	 229.34	 0 	 229.34	 0 	 229.34	 0 	 229.34	 0 	 229.34	 0 	 229.34	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743383.66 	 CP:	 4 	 229.46 	  8 	 229.46 	 0 	 229.46	 0 	 229.46	 0 	 229.46	 0 	 229.46	 0 	 229.46	 0 	 229.46	 0 	 229.46	 0 	 229.46	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743383.79 	 CP:	 4 	 229.58 	  8 	 229.58 	 0 	 229.58	 0 	 229.58	 0 	 229.58	 0 	 229.58	 0 	 229.58	 0 	 229.58	 0 	 229.58	 0 	 229.58	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743383.91 	 CP:	 4 	 229.70 	  8 	 229.70 	 0 	 229.70	 0 	 229.70	 0 	 229.70	 0 	 229.70	 0 	 229.70	 0 	 229.70	 0 	 229.70	 0 	 229.70	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743384.03 	 CP:	 4 	 229.83 	  8 	 229.83 	 0 	 229.83	 0 	 229.83	 0 	 229.83	 0 	 229.83	 0 	 229.83	 0 	 229.83	 0 	 229.83	 0 	 229.83	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743384.16 	 CP:	 4 	 229.95 	  8 	 229.95 	 0 	 229.95	 0 	 229.95	 0 	 229.95	 0 	 229.95	 0 	 229.95	 0 	 229.95	 0 	 229.95	 0 	 229.95	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743384.28 	 CP:	 4 	 230.07 	  8 	 230.07 	 0 	 230.07	 0 	 230.07	 0 	 230.07	 0 	 230.07	 0 	 230.07	 0 	 230.07	 0 	 230.07	 0 	 230.07	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743384.40 	 CP:	 4 	 230.20 	  8 	 230.20 	 0 	 230.20	 0 	 230.20	 0 	 230.20	 0 	 230.20	 0 	 230.20	 0 	 230.20	 0 	 230.20	 0 	 230.20	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743384.52 	 CP:	 4 	 230.32 	  8 	 230.32 	 0 	 230.32	 0 	 230.32	 0 	 230.32	 0 	 230.32	 0 	 230.32	 0 	 230.32	 0 	 230.32	 0 	 230.32	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743384.65 	 CP:	 4 	 230.44 	  8 	 230.44 	 0 	 230.44	 0 	 230.44	 0 	 230.44	 0 	 230.44	 0 	 230.44	 0 	 230.44	 0 	 230.44	 0 	 230.44	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743384.77 	 CP:	 4 	 230.56 	  8 	 230.56 	 0 	 230.56	 0 	 230.56	 0 	 230.56	 0 	 230.56	 0 	 230.56	 0 	 230.56	 0 	 230.56	 0 	 230.56	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743384.89 	 CP:	 4 	 230.69 	  8 	 230.69 	 0 	 230.69	 0 	 230.69	 0 	 230.69	 0 	 230.69	 0 	 230.69	 0 	 230.69	 0 	 230.69	 0 	 230.69	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743385.01 	 CP:	 4 	 230.81 	  8 	 230.81 	 0 	 230.81	 0 	 230.81	 0 	 230.81	 0 	 230.81	 0 	 230.81	 0 	 230.81	 0 	 230.81	 0 	 230.81	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743385.14 	 CP:	 4 	 230.93 	  8 	 230.93 	 0 	 230.93	 0 	 230.93	 0 	 230.93	 0 	 230.93	 0 	 230.93	 0 	 230.93	 0 	 230.93	 0 	 230.93	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743385.26 	 CP:	 4 	 231.05 	  8 	 231.05 	 0 	 231.05	 0 	 231.05	 0 	 231.05	 0 	 231.05	 0 	 231.05	 0 	 231.05	 0 	 231.05	 0 	 231.05	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743385.38 	 CP:	 4 	 231.18 	  8 	 231.18 	 0 	 231.18	 0 	 231.18	 0 	 231.18	 0 	 231.18	 0 	 231.18	 0 	 231.18	 0 	 231.18	 0 	 231.18	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743385.50 	 CP:	 4 	 231.30 	  8 	 231.30 	 0 	 231.30	 0 	 231.30	 0 	 231.30	 0 	 231.30	 0 	 231.30	 0 	 231.30	 0 	 231.30	 0 	 231.30	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743385.62 	 CP:	 4 	 231.42 	  8 	 231.42 	 0 	 231.42	 0 	 231.42	 0 	 231.42	 0 	 231.42	 0 	 231.42	 0 	 231.42	 0 	 231.42	 0 	 231.42	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743385.75 	 CP:	 4 	 231.54 	  8 	 231.54 	 0 	 231.54	 0 	 231.54	 0 	 231.54	 0 	 231.54	 0 	 231.54	 0 	 231.54	 0 	 231.54	 0 	 231.54	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743385.87 	 CP:	 4 	 231.67 	  8 	 231.67 	 0 	 231.67	 0 	 231.67	 0 	 231.67	 0 	 231.67	 0 	 231.67	 0 	 231.67	 0 	 231.67	 0 	 231.67	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743385.99 	 CP:	 4 	 231.79 	  8 	 231.79 	 0 	 231.79	 0 	 231.79	 0 	 231.79	 0 	 231.79	 0 	 231.79	 0 	 231.79	 0 	 231.79	 0 	 231.79	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743386.11 	 CP:	 4 	 231.91 	  8 	 231.91 	 0 	 231.91	 0 	 231.91	 0 	 231.91	 0 	 231.91	 0 	 231.91	 0 	 231.91	 0 	 231.91	 0 	 231.91	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743386.23 	 CP:	 4 	 232.03 	  8 	 232.03 	 0 	 232.03	 0 	 232.03	 0 	 232.03	 0 	 232.03	 0 	 232.03	 0 	 232.03	 0 	 232.03	 0 	 232.03	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743386.35 	 CP:	 4 	 232.15 	  8 	 232.15 	 0 	 232.15	 0 	 232.15	 0 	 232.15	 0 	 232.15	 0 	 232.15	 0 	 232.15	 0 	 232.15	 0 	 232.15	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743386.48 	 CP:	 4 	 232.27 	  8 	 232.27 	 0 	 232.27	 0 	 232.27	 0 	 232.27	 0 	 232.27	 0 	 232.27	 0 	 232.27	 0 	 232.27	 0 	 232.27	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743386.60 	 CP:	 4 	 232.39 	  8 	 232.39 	 0 	 232.39	 0 	 232.39	 0 	 232.39	 0 	 232.39	 0 	 232.39	 0 	 232.39	 0 	 232.39	 0 	 232.39	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743386.72 	 CP:	 4 	 232.52 	  8 	 232.52 	 0 	 232.52	 0 	 232.52	 0 	 232.52	 0 	 232.52	 0 	 232.52	 0 	 232.52	 0 	 232.52	 0 	 232.52	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743386.84 	 CP:	 4 	 232.64 	  8 	 232.64 	 0 	 232.64	 0 	 232.64	 0 	 232.64	 0 	 232.64	 0 	 232.64	 0 	 232.64	 0 	 232.64	 0 	 232.64	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743386.96 	 CP:	 4 	 232.76 	  8 	 232.76 	 0 	 232.76	 0 	 232.76	 0 	 232.76	 0 	 232.76	 0 	 232.76	 0 	 232.76	 0 	 232.76	 0 	 232.76	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743387.08 	 CP:	 4 	 232.88 	  8 	 232.88 	 0 	 232.88	 0 	 232.88	 0 	 232.88	 0 	 232.88	 0 	 232.88	 0 	 232.88	 0 	 232.88	 0 	 232.88	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743387.20 	 CP:	 4 	 233.00 	  8 	 233.00 	 0 	 233.00	 0 	 233.00	 0 	 233.00	 0 	 233.00	 0 	 233.00	 0 	 233.00	 0 	 233.00	 0 	 233.00	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743387.33 	 CP:	 4 	 233.12 	  8 	 233.12 	 0 	 233.12	 0 	 233.12	 0 	 233.12	 0 	 233.12	 0 	 233.12	 0 	 233.12	 0 	 233.12	 0 	 233.12	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743387.45 	 CP:	 4 	 233.24 	  8 	 233.24 	 0 	 233.24	 0 	 233.24	 0 	 233.24	 0 	 233.24	 0 	 233.24	 0 	 233.24	 0 	 233.24	 0 	 233.24	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
