timestamp,regionalId,intersectionId,msgCount,moy,msom,v1_currState,v1_minEndTime,v1_maxEndTime,v1_elapsedTime,v2_currState,v2_minEndTime,v2_maxEndTime,v2_elapsedTime,v3_currState,v3_minEndTime,v3_maxEndTime,v3_elapsedTime,v4_currState,v4_minEndTime,v4_maxEndTime,v4_elapsedTime,v5_currState,v5_minEndTime,v5_maxEndTime,v5_elapsedTime,v6_currState,v6_minEndTime,v6_maxEndTime,v6_elapsedTime,v7_currState,v7_minEndTime,v7_maxEndTime,v7_elapsedTime,v8_currState,v8_minEndTime,v8_maxEndTime,v8_elapsedTime,p1_currState,p1_minEndTime,p1_maxEndTime,p1_elapsedTime,p2_currState,p2_minEndTime,p2_maxEndTime,p2_elapsedTime,p3_currState,p3_minEndTime,p3_maxEndTime,p3_elapsedTime,p4_currState,p4_minEndTime,p4_maxEndTime,p4_elapsedTime,p5_currState,p5_minEndTime,p5_maxEndTime,p5_elapsedTime,p6_currState,p6_minEndTime,p6_maxEndTime,p6_elapsedTime,p7_currState,p7_minEndTime,p7_maxEndTime,p7_elapsedTime,p8_currState,p8_minEndTime,p8_maxEndTime,p8_elapsedTime
2020-01-07 16:51:40.443015,0,26379,23,9651,40442,3,521,1061,159,6,91,211,138,3,141,261,539,3,241,661,259,3,521,1061,159,6,91,211,138,3,141,261,539,3,241,661,259,3,0,0,0.0,8,1,1,69,3,0,0,0.0,3,241,241,289,3,0,0,0.0,8,91,91,69,3,0,0,0.0,3,241,241,289
2020-01-07 16:51:40.544214,0,26379,24,9651,40542,3,520,1060,160,6,90,210,139,3,140,260,540,3,240,660,260,3,520,1060,160,6,90,210,139,3,140,260,540,3,240,660,260,3,0,0,0.0,3,620,620,0.0,3,0,0,0.0,3,240,240,290,3,0,0,0.0,8,90,90,70,3,0,0,0.0,3,240,240,290
2020-01-07 16:51:40.647568,0,26379,25,9651,40645,3,519,1059,161,6,89,209,140,3,139,259,541,3,239,659,261,3,519,1059,161,6,89,209,140,3,139,259,541,3,239,659,261,3,0,0,0.0,3,619,619,1,3,0,0,0.0,3,239,239,291,3,0,0,0.0,8,89,89,71,3,0,0,0.0,3,239,239,291
2020-01-07 16:51:40.746400,0,26379,26,9651,40744,3,518,1058,162,6,88,208,141,3,138,258,542,3,238,658,262,3,518,1058,162,6,88,208,141,3,138,258,542,3,238,658,262,3,0,0,0.0,3,618,618,2,3,0,0,0.0,3,238,238,292,3,0,0,0.0,8,88,88,72,3,0,0,0.0,3,238,238,292
2020-01-07 16:51:40.846568,0,26379,27,9651,40844,3,517,1057,163,6,87,207,142,3,137,257,543,3,237,657,263,3,517,1057,163,6,87,207,142,3,137,257,543,3,237,657,263,3,0,0,0.0,3,617,617,3,3,0,0,0.0,3,237,237,293,3,0,0,0.0,8,87,87,73,3,0,0,0.0,3,237,237,293
