secMark,latitude,longitude,elevation,heading,speed
1000,32.2331321,-110.9529636,744.1,1.6e+02,0
1000,32.2331321,-110.9529636,744.1,1.6e+02,0
1000,32.2331321,-110.9529636,744.1,1.6e+02,0
1000,32.2331325,-110.9529638,744,1.6e+02,0
1000,32.2331325,-110.9529638,744,1.6e+02,0
1000,32.2331321,-110.9529636,744,1.6e+02,0
1000,32.2331321,-110.9529636,744,1.6e+02,0
2000,32.2331321,-110.9529635,744,1.6e+02,0
2000,32.2331321,-110.9529635,744,1.6e+02,0
2000,32.2331316,-110.9529633,744,1.6e+02,0
2000,32.2331316,-110.9529633,744,1.6e+02,0
2000,32.2331323,-110.9529636,744,1.6e+02,0
2000,32.2331323,-110.9529636,744,1.6e+02,0
2000,32.2331323,-110.9529636,744,1.6e+02,0
2000,32.2331323,-110.9529636,744,1.6e+02,0
2000,32.2331319,-110.9529636,744,1.6e+02,0
2000,32.2331319,-110.9529636,744,1.6e+02,0
3000,32.2331314,-110.9529638,744,1.6e+02,0
3000,32.2331314,-110.9529638,744,1.6e+02,0
3000,32.2331316,-110.9529636,744,1.6e+02,0
3000,32.2331316,-110.9529636,744,1.6e+02,0
3000,32.2331313,-110.9529636,744,1.6e+02,0
3000,32.2331313,-110.9529636,744,1.6e+02,0
3000,32.2331303,-110.9529633,744,1.6e+02,0
3000,32.2331303,-110.9529633,744,1.6e+02,0
3000,32.2331293,-110.9529635,744,1.6e+02,0
3000,32.2331293,-110.9529635,744,1.6e+02,0
4000,32.2331291,-110.9529633,744,1.6e+02,0
4000,32.2331291,-110.9529633,744,1.6e+02,0
4000,32.2331293,-110.9529633,744,1.6e+02,0
4000,32.2331293,-110.9529633,744,1.6e+02,0
4000,32.2331291,-110.9529633,744,1.6e+02,0
4000,32.2331291,-110.9529633,744,1.6e+02,0
4000,32.233128,-110.9529635,744.1,1.6e+02,0
4000,32.233128,-110.9529635,744.1,1.6e+02,0
4000,32.2331281,-110.9529635,744.1,1.6e+02,0
4000,32.2331281,-110.9529635,744.1,1.6e+02,0
5000,32.2331281,-110.9529635,744.2,1.6e+02,0
5000,32.2331281,-110.9529635,744.2,1.6e+02,0
5000,32.2331271,-110.9529635,744.2,1.6e+02,0
5000,32.2331271,-110.9529635,744.2,1.6e+02,0
5000,32.233127,-110.9529633,744.2,1.6e+02,0
5000,32.233127,-110.9529633,744.2,1.6e+02,0
5000,32.233127,-110.9529631,744.3,1.6e+02,0
5000,32.233127,-110.9529631,744.3,1.6e+02,0
5000,32.2331273,-110.952963,744.2,1.6e+02,0
5000,32.2331273,-110.952963,744.2,1.6e+02,0
6000,32.2331284,-110.952963,744.3,1.6e+02,0
6000,32.2331284,-110.952963,744.3,1.6e+02,0
6000,32.2331281,-110.9529628,744.4,1.6e+02,0
6000,32.2331281,-110.9529628,744.4,1.6e+02,0
6000,32.2331283,-110.9529628,744.3,1.6e+02,0
6000,32.2331283,-110.9529628,744.3,1.6e+02,0
6000,32.233127,-110.9529626,744.3,1.6e+02,0
6000,32.233127,-110.9529626,744.3,1.6e+02,0
6000,32.2331275,-110.9529628,744.3,1.6e+02,0
6000,32.2331275,-110.9529628,744.3,1.6e+02,0
7000,32.2331283,-110.9529631,744.4,1.6e+02,0
7000,32.2331283,-110.9529631,744.4,1.6e+02,0
7000,32.2331288,-110.9529631,744.3,1.6e+02,0
7000,32.2331288,-110.9529631,744.3,1.6e+02,0
7000,32.2331296,-110.9529631,744.3,1.6e+02,0
7000,32.2331296,-110.9529631,744.3,1.6e+02,0
7000,32.23313,-110.9529631,744.3,1.6e+02,0
7000,32.23313,-110.9529631,744.3,1.6e+02,0
7000,32.2331296,-110.9529631,744.3,1.6e+02,0
7000,32.2331296,-110.9529631,744.3,1.6e+02,0
8000,32.23313,-110.9529633,744.3,1.6e+02,0
8000,32.23313,-110.9529633,744.3,1.6e+02,0
8000,32.2331294,-110.9529635,744.3,1.6e+02,0
8000,32.2331294,-110.9529635,744.3,1.6e+02,0
8000,32.2331296,-110.9529633,744.3,1.6e+02,0
8000,32.2331296,-110.9529633,744.3,1.6e+02,0
8000,32.2331296,-110.952963,744.3,1.6e+02,0
8000,32.2331296,-110.952963,744.3,1.6e+02,0
8000,32.2331294,-110.9529631,744.3,1.6e+02,0
8000,32.2331294,-110.9529631,744.3,1.6e+02,0
9000,32.2331294,-110.9529635,744.4,1.6e+02,0
9000,32.2331294,-110.9529635,744.4,1.6e+02,0
9000,32.23313,-110.9529633,744.4,1.6e+02,0
9000,32.23313,-110.9529633,744.4,1.6e+02,0
9000,32.2331296,-110.9529633,744.3,1.6e+02,0
9000,32.2331296,-110.9529633,744.3,1.6e+02,0
9000,32.2331293,-110.9529631,744.3,1.6e+02,0
9000,32.2331293,-110.9529631,744.3,1.6e+02,0
9000,32.2331284,-110.9529631,744.3,1.6e+02,0
9000,32.2331284,-110.9529631,744.3,1.6e+02,0
10000,32.2331306,-110.952963,744.2,1.6e+02,0
10000,32.2331306,-110.952963,744.2,1.6e+02,0
10000,32.23313,-110.9529628,744.2,1.6e+02,0
10000,32.23313,-110.9529628,744.2,1.6e+02,0
10000,32.2331298,-110.9529631,744.1,1.6e+02,0
10000,32.2331298,-110.9529631,744.1,1.6e+02,0
10000,32.23313,-110.9529633,744,1.6e+02,0
