Message Sent,Message Received,Display Updated
1575564324.1321676,1575564336.0646422,1575564336.072821
1575564324.1321676,1575564336.1740806,1575564336.1811166
1575564324.1321676,1575564336.282997,1575564336.2940347
1575564324.1321676,1575564336.3953311,1575564336.4019556
1575564324.1321676,1575564336.5032487,1575564336.5095432
1575564324.1321676,1575564336.6107197,1575564336.616992
1575564324.1321676,1575564336.7181425,1575564336.7244196
1575564324.1321676,1575564336.8255973,1575564336.8318555
1575564324.1321676,1575564336.9330344,1575564336.9415455
1575564324.1321676,1575564337.0427184,1575564337.0513089
1575564324.1321676,1575564337.1524847,1575564337.158655
1575564324.1321676,1575564337.259854,1575564337.2661588
1575564324.1321676,1575564337.367979,1575564337.3820894
1575564324.1321676,1575564337.483601,1575564337.4923403
1575564324.1321676,1575564337.5935905,1575564337.6004782
1575564324.1321676,1575564337.701741,1575564337.707834
1575564324.1321676,1575564337.8090322,1575564337.8153844
1575564324.1321676,1575564337.9165373,1575564337.9224744
1575564324.1321676,1575564338.0237858,1575564338.029843
1575564324.1321676,1575564338.1311135,1575564338.1372442
1575564324.1321676,1575564338.2384448,1575564338.2445676
1575564324.1321676,1575564338.3457174,1575564338.354283
1575564324.1321676,1575564338.4558556,1575564338.4689865
1575564324.1321676,1575564338.570638,1575564338.5770907
1575564324.1321676,1575564338.6783667,1575564338.684948
1575564324.1321676,1575564338.7861514,1575564338.7923412
1575564324.1321676,1575564338.8936062,1575564338.8997836
1575564324.1321676,1575564339.001108,1575564339.0073333
1575564324.1321676,1575564339.1085525,1575564339.1145494
1575564324.1321676,1575564339.2157938,1575564339.22255
1575564324.1321676,1575564339.3239543,1575564339.3309805
1575564324.1321676,1575564339.4321988,1575564339.438271
1575564324.1321676,1575564339.5400178,1575564339.5552843
1575564324.1321676,1575564339.6564386,1575564339.6633441
1575564324.1321676,1575564339.764831,1575564339.7709804
1575564324.1321676,1575564339.8722012,1575564339.8790016
1575564324.1321676,1575564339.9802938,1575564339.9880042
1575564324.1321676,1575564340.089227,1575564340.0953462
1575564324.1321676,1575564340.1965322,1575564340.2026064
1575564324.1321676,1575564340.3038783,1575564340.3098197
1575564324.1321676,1575564340.4110456,1575564340.4171672
1575564324.1321676,1575564340.5183787,1575564340.5245466
1575564324.1321676,1575564340.6262407,1575564340.636125
1575564324.1321676,1575564340.737358,1575564340.7437673
1575564324.1321676,1575564340.844267,1575564340.8463004
1575564324.1321676,1575564340.946876,1575564340.9490132
1575564324.1321676,1575564341.0502267,1575564341.056405
1575564324.1321676,1575564341.1575525,1575564341.1649122
1575564324.1321676,1575564341.2661662,1575564341.2732954
1575564324.1321676,1575564341.3745112,1575564341.3807368
1575564324.1321676,1575564341.481917,1575564341.4885347
1575564324.1321676,1575564341.589842,1575564341.5960417
1575564324.1321676,1575564341.6980917,1575564341.7116055
1575564324.1321676,1575564341.8131301,1575564341.8200898
1575564324.1321676,1575564341.9212506,1575564341.9273193
1575564324.1321676,1575564342.0286818,1575564342.0355406
1575564324.1321676,1575564342.1367657,1575564342.1431212
1575564324.1321676,1575564342.244384,1575564342.2507124
1575564324.1321676,1575564342.3519187,1575564342.3582418
1575564324.1321676,1575564342.459514,1575564342.466272
1575564324.1321676,1575564342.5676963,1575564342.5743952
1575564324.1321676,1575564342.6756725,1575564342.6818519
1575564324.1321676,1575564342.7836142,1575564342.7933948
1575564324.1321676,1575564342.894659,1575564342.9024663
1575564324.1321676,1575564343.003749,1575564343.0098388
1575564324.1321676,1575564343.1111276,1575564343.1172688
1575564324.1321676,1575564343.2184477,1575564343.2269535
1575564324.1321676,1575564343.3281019,1575564343.3364086
1575564324.1321676,1575564343.4375372,1575564343.4452808
1575564324.1321676,1575564343.5464232,1575564343.5555367
1575564324.1321676,1575564343.6567538,1575564343.662326
1575564324.1321676,1575564343.7637215,1575564343.7701364
1575564324.1321676,1575564343.871853,1575564343.8834956
1575564324.1321676,1575564343.9847322,1575564343.990792
1575564324.1321676,1575564344.0919578,1575564344.0979831
1575564324.1321676,1575564344.199214,1575564344.2053967
1575564324.1321676,1575564344.3065639,1575564344.3127692
1575564324.1321676,1575564344.413848,1575564344.4207356
1575564324.1321676,1575564344.5219827,1575564344.5288684
1575564324.1321676,1575564344.6301966,1575564344.6370091
1575564324.1321676,1575564344.7380157,1575564344.7453685
1575564324.1321676,1575564344.8468442,1575564344.8534455
1575564324.1321676,1575564344.9552283,1575564344.966825
1575564324.1321676,1575564345.0682576,1575564345.0747802
1575564324.1321676,1575564345.1759517,1575564345.182722
1575564324.1321676,1575564345.2839077,1575564345.2901034
1575564324.1321676,1575564345.3913264,1575564345.3984
1575564324.1321676,1575564345.4998379,1575564345.5065057
1575564324.1321676,1575564345.6077216,1575564345.613906
1575564324.1321676,1575564345.7150576,1575564345.7212167
1575564324.1321676,1575564345.8222551,1575564345.8303533
1575564324.1321676,1575564345.9318018,1575564345.9378967
1575564324.1321676,1575564346.0398934,1575564346.0497289
1575564324.1321676,1575564346.1511045,1575564346.1571825
1575564324.1321676,1575564346.2584832,1575564346.2647452
1575564324.1321676,1575564346.3659174,1575564346.3721602
1575564324.1321676,1575564346.4733236,1575564346.4794636
1575564324.1321676,1575564346.5806344,1575564346.586783
1575564324.1321676,1575564346.6879296,1575564346.6960084
1575564324.1321676,1575564346.797075,1575564346.8054502
1575564324.1321676,1575564346.906624,1575564346.9127593
1575564324.1321676,1575564347.0140972,1575564347.0201347
1575564324.1321676,1575564347.1219666,1575564347.131926
1575564324.1321676,1575564347.2331367,1575564347.2392256
1575564324.1321676,1575564347.3404236,1575564347.349062
1575564324.1321676,1575564347.4502423,1575564347.4565558
1575564324.1321676,1575564347.5578146,1575564347.5642405
1575564324.1321676,1575564347.6654818,1575564347.6719184
1575564324.1321676,1575564347.7731092,1575564347.7794507
1575564324.1321676,1575564347.8806446,1575564347.8872876
1575564324.1321676,1575564347.9884932,1575564347.9951081
1575564324.1321676,1575564348.096344,1575564348.1028419
1575564324.1321676,1575564348.2044337,1575564348.2173843
1575564324.1321676,1575564348.318746,1575564348.3251314
1575564324.1321676,1575564348.4261916,1575564348.4329722
1575564324.1321676,1575564348.534209,1575564348.5408974
1575564324.1321676,1575564348.6422005,1575564348.6492586
1575564324.1321676,1575564348.7504778,1575564348.7569823
1575564324.1321676,1575564348.858242,1575564348.8648598
1575564324.1321676,1575564348.9660263,1575564348.9722922
1575564324.1321676,1575564349.0734842,1575564349.0795083
1575564324.1321676,1575564349.1807117,1575564349.1891446
1575564324.1321676,1575564349.2908912,1575564349.305182
1575564324.1321676,1575564349.4064577,1575564349.4126194
1575564324.1321676,1575564349.5138927,1575564349.5225077
1575564324.1321676,1575564349.623749,1575564349.6298878
1575564324.1321676,1575564349.731338,1575564349.7386818
1575564324.1321676,1575564349.8399353,1575564349.8487463
1575564324.1321676,1575564349.9499269,1575564349.9562094
1575564324.1321676,1575564350.0575738,1575564350.0638456
1575564324.1321676,1575564350.1650352,1575564350.1712484
1575564324.1321676,1575564350.2724202,1575564350.278541
1575564324.1321676,1575564350.380345,1575564350.3946037
1575564324.1321676,1575564350.4959252,1575564350.5045302
1575564324.1321676,1575564350.6057122,1575564350.6150017
1575564324.1321676,1575564350.7161424,1575564350.7222028
1575564324.1321676,1575564350.8234344,1575564350.8290281
1575564324.1321676,1575564350.9304287,1575564350.9379623
1575564324.1321676,1575564351.0391538,1575564351.0450313
1575564324.1321676,1575564351.1462855,1575564351.1590707
1575564324.1321676,1575564351.2602923,1575564351.2688053
1575564324.1321676,1575564351.3700001,1575564351.376866
1575564324.1321676,1575564351.4791157,1575564351.4940152
1575564324.1321676,1575564351.595428,1575564351.602077
1575564324.1321676,1575564351.7035215,1575564351.7110217
1575564324.1321676,1575564351.812168,1575564351.8184588
1575564324.1321676,1575564351.919711,1575564351.9258854
1575564324.1321676,1575564352.027173,1575564352.0338378
1575564324.1321676,1575564352.1351757,1575564352.1412592
1575564324.1321676,1575564352.2425463,1575564352.2488043
1575564324.1321676,1575564352.3499422,1575564352.3561368
1575564324.1321676,1575564352.457333,1575564352.463672
1575564324.1321676,1575564352.5654757,1575564352.5755947
1575564324.1321676,1575564352.676809,1575564352.6833239
1575564324.1321676,1575564352.7845182,1575564352.7906468
1575564324.1321676,1575564352.8918548,1575564352.8980796
1575564324.1321676,1575564352.999226,1575564353.0070364
1575564324.1321676,1575564353.1081748,1575564353.1172352
1575564324.1321676,1575564353.2185028,1575564353.22466
1575564324.1321676,1575564353.325886,1575564353.3342042
1575564324.1321676,1575564353.4354346,1575564353.4416707
1575564324.1321676,1575564353.542881,1575564353.54909
1575564324.1321676,1575564353.6508608,1575564353.6662228
1575564324.1321676,1575564353.7674928,1575564353.7736545
1575564324.1321676,1575564353.875032,1575564353.8819017
1575564324.1321676,1575564353.9831426,1575564353.989006
1575564324.1321676,1575564354.0901997,1575564354.0962427
1575564324.1321676,1575564354.1973705,1575564354.203686
1575564324.1321676,1575564354.3049936,1575564354.3118935
1575564324.1321676,1575564354.4136763,1575564354.420332
1575564324.1321676,1575564354.521614,1575564354.5302832
1575564324.1321676,1575564354.6317604,1575564354.6383784
1575564324.1321676,1575564354.7402542,1575564354.7504356
1575564324.1321676,1575564354.8516781,1575564354.8576567
1575564324.1321676,1575564354.9587812,1575564354.965037
1575564324.1321676,1575564355.066253,1575564355.0724964
1575564324.1321676,1575564355.1736593,1575564355.1800206
1575564324.1321676,1575564355.2813408,1575564355.2876956
1575564324.1321676,1575564355.388927,1575564355.3958585
1575564324.1321676,1575564355.4971926,1575564355.5035467
1575564324.1321676,1575564355.6047404,1575564355.6101391
1575564324.1321676,1575564355.7114067,1575564355.7200434
1575564324.1321676,1575564355.8222327,1575564355.832836
1575564324.1321676,1575564355.934033,1575564355.9403794
1575564324.1321676,1575564356.0415614,1575564356.0477588
1575564324.1321676,1575564356.148941,1575564356.1557133
1575564324.1321676,1575564356.2568662,1575564356.2629867
1575564324.1321676,1575564356.3635998,1575564356.3656855
1575564324.1321676,1575564356.4664094,1575564356.4719672
1575564324.1321676,1575564356.573121,1575564356.579965
1575564324.1321676,1575564356.6813939,1575564356.68799
1575564324.1321676,1575564356.789267,1575564356.79792
1575564324.1321676,1575564356.8998072,1575564356.9101777
1575564324.1321676,1575564357.01157,1575564357.0178406
1575564324.1321676,1575564357.1190827,1575564357.1253326
1575564324.1321676,1575564357.2265203,1575564357.2328386
1575564324.1321676,1575564357.3342364,1575564357.3410974
1575564324.1321676,1575564357.4422822,1575564357.448714
1575564324.1321676,1575564357.5498562,1575564357.5558505
1575564324.1321676,1575564357.6565049,1575564357.6587903
1575564324.1321676,1575564357.7598724,1575564357.7667708
1575564324.1321676,1575564357.867897,1575564357.8757176
1575564324.1321676,1575564357.9775016,1575564357.9918983
1575564324.1321676,1575564358.0932052,1575564358.099812
1575564324.1321676,1575564358.201127,1575564358.2077696
1575564324.1321676,1575564358.3089714,1575564358.3153503
1575564324.1321676,1575564358.4166844,1575564358.4234455
1575564324.1321676,1575564358.524654,1575564358.531552
1575564324.1321676,1575564358.6327744,1575564358.638728
1575564324.1321676,1575564358.7400317,1575564358.7463279
1575564324.1321676,1575564358.8479104,1575564358.85641
1575564324.1321676,1575564358.9576218,1575564358.9640214
1575564324.1321676,1575564359.0661054,1575564359.081717
1575564324.1321676,1575564359.1831555,1575564359.1891882
1575564324.1321676,1575564359.2904027,1575564359.2966423
1575564324.1321676,1575564359.3978598,1575564359.4041026
1575564324.1321676,1575564359.505315,1575564359.512515
1575564324.1321676,1575564359.6137831,1575564359.6203856
1575564324.1321676,1575564359.7215762,1575564359.728008
1575564324.1321676,1575564359.8291678,1575564359.8353214
1575564324.1321676,1575564359.9365184,1575564359.9429476
1575564324.1321676,1575564360.0441597,1575564360.0504084
1575564324.1321676,1575564360.1522148,1575564360.1640458
1575564324.1321676,1575564360.2654097,1575564360.2718422
1575564324.1321676,1575564360.373068,1575564360.379489
1575564324.1321676,1575564360.481221,1575564360.4895356
1575564324.1321676,1575564360.5907917,1575564360.5975525
1575564324.1321676,1575564360.69874,1575564360.7049358
1575564324.1321676,1575564360.8061297,1575564360.8128428
1575564324.1321676,1575564360.914094,1575564360.92257
1575564324.1321676,1575564361.023798,1575564361.02982
1575564324.1321676,1575564361.1311655,1575564361.1373768
1575564324.1321676,1575564361.2391834,1575564361.2511086
1575564324.1321676,1575564361.3523293,1575564361.3605182
1575564324.1321676,1575564361.4617317,1575564361.469418
1575564324.1321676,1575564361.5712206,1575564361.5776904
1575564324.1321676,1575564361.6789691,1575564361.6879098
1575564324.1321676,1575564361.7891078,1575564361.7952757
1575564324.1321676,1575564361.8967273,1575564361.9028382
1575564324.1321676,1575564362.004025,1575564362.0102277
1575564324.1321676,1575564362.1115239,1575564362.117669
1575564324.1321676,1575564362.2188745,1575564362.2250779
1575564324.1321676,1575564362.3268526,1575564362.338666
1575564324.1321676,1575564362.4399638,1575564362.4485395
1575564324.1321676,1575564362.549733,1575564362.558169
1575564324.1321676,1575564362.6596613,1575564362.668139
1575564324.1321676,1575564362.7694502,1575564362.778091
1575564324.1321676,1575564362.8794906,1575564362.8855855
1575564324.1321676,1575564362.9868333,1575564362.9929655
1575564324.1321676,1575564363.0942059,1575564363.1024082
1575564324.1321676,1575564363.203652,1575564363.2118864
1575564324.1321676,1575564363.3130422,1575564363.321522
1575564324.1321676,1575564363.4233613,1575564363.4334383
1575564324.1321676,1575564363.5346103,1575564363.5425777
1575564324.1321676,1575564363.6438727,1575564363.6504638
1575564324.1321676,1575564363.751778,1575564363.7576225
1575564324.1321676,1575564363.8588638,1575564363.8649201
1575564324.1321676,1575564363.9661603,1575564363.9723518
1575564324.1321676,1575564364.07353,1575564364.0797427
1575564324.1321676,1575564364.1809204,1575564364.187226
1575564324.1321676,1575564364.2885926,1575564364.2950325
1575564324.1321676,1575564364.3961968,1575564364.4047134
1575564324.1321676,1575564364.506437,1575564364.520337
1575564324.1321676,1575564364.6214788,1575564364.6299598
1575564324.1321676,1575564364.731245,1575564364.7373033
1575564324.1321676,1575564364.8385115,1575564364.8471165
1575564324.1321676,1575564364.9482427,1575564364.953718
1575564324.1321676,1575564365.0548847,1575564365.0608838
1575564324.1321676,1575564365.1620612,1575564365.1682656
1575564324.1321676,1575564365.2694638,1575564365.275529
1575564324.1321676,1575564365.3767698,1575564365.3831387
1575564324.1321676,1575564365.4844217,1575564365.4931822
1575564324.1321676,1575564365.5950127,1575564365.6068408
1575564324.1321676,1575564365.7080095,1575564365.715369
1575564324.1321676,1575564365.816442,1575564365.8222826
1575564324.1321676,1575564365.923497,1575564365.9299407
1575564324.1321676,1575564366.031468,1575564366.0374086
1575564324.1321676,1575564366.138568,1575564366.144918
1575564324.1321676,1575564366.2465491,1575564366.253699
1575564324.1321676,1575564366.3551214,1575564366.3611155
1575564324.1321676,1575564366.462457,1575564366.4686642
1575564324.1321676,1575564366.5700264,1575564366.576205
1575564324.1321676,1575564366.6779907,1575564366.6926792
1575564324.1321676,1575564366.7938993,1575564366.800237
1575564324.1321676,1575564366.9014192,1575564366.9077456
1575564324.1321676,1575564367.00893,1575564367.015127
1575564324.1321676,1575564367.1162853,1575564367.122611
1575564324.1321676,1575564367.2239294,1575564367.2308288
1575564324.1321676,1575564367.3320668,1575564367.3382618
1575564324.1321676,1575564367.4396503,1575564367.4459596
1575564324.1321676,1575564367.547146,1575564367.5533175
1575564324.1321676,1575564367.6544998,1575564367.660774
1575564324.1321676,1575564367.7627738,1575564367.7764318
1575564324.1321676,1575564367.8776743,1575564367.8840382
1575564324.1321676,1575564367.9853086,1575564367.9918077
1575564324.1321676,1575564368.0930376,1575564368.0997078
1575564324.1321676,1575564368.200929,1575564368.2075245
1575564324.1321676,1575564368.3089213,1575564368.315599
1575564324.1321676,1575564368.4167857,1575564368.423106
1575564324.1321676,1575564368.5242908,1575564368.5314956
1575564324.1321676,1575564368.6325505,1575564368.638395
1575564324.1321676,1575564368.7395842,1575564368.7465808
1575564324.1321676,1575564368.8486722,1575564368.8587036
1575564324.1321676,1575564368.9601004,1575564368.9673748
1575564324.1321676,1575564369.0688202,1575564369.0760615
1575564324.1321676,1575564369.1772854,1575564369.1835647
1575564324.1321676,1575564369.2847316,1575564369.2908251
1575564324.1321676,1575564369.3920066,1575564369.3996127
1575564324.1321676,1575564369.5008254,1575564369.5068784
1575564324.1321676,1575564369.6082428,1575564369.61424
1575564324.1321676,1575564369.7156742,1575564369.7219253
1575564324.1321676,1575564369.8231447,1575564369.8296144
1575564324.1321676,1575564369.931479,1575564369.9439702
1575564324.1321676,1575564370.0453448,1575564370.051803
1575564324.1321676,1575564370.1530123,1575564370.1613278
1575564324.1321676,1575564370.2632947,1575564370.269977
1575564324.1321676,1575564370.3713262,1575564370.377303
1575564324.1321676,1575564370.4786732,1575564370.4847145
1575564324.1321676,1575564370.5858927,1575564370.5920093
1575564324.1321676,1575564370.6931872,1575564370.6993117
1575564324.1321676,1575564370.80061,1575564370.806635
1575564324.1321676,1575564370.9078412,1575564370.9143004
1575564324.1321676,1575564371.0160306,1575564371.0284197
1575564324.1321676,1575564371.12962,1575564371.1370816
1575564324.1321676,1575564371.2380908,1575564371.2429504
1575564324.1321676,1575564371.3441467,1575564371.354365
1575564324.1321676,1575564371.4556496,1575564371.4618828
1575564324.1321676,1575564371.5631833,1575564371.5692816
1575564324.1321676,1575564371.6704707,1575564371.6765392
1575564324.1321676,1575564371.7780726,1575564371.784373
1575564324.1321676,1575564371.884913,1575564371.8873613
1575564324.1321676,1575564371.9879754,1575564371.990647
1575564324.1321676,1575564372.0929673,1575564372.1064231
1575564324.1321676,1575564372.207811,1575564372.2142615
1575564324.1321676,1575564372.315525,1575564372.3241117
1575564324.1321676,1575564372.4254537,1575564372.4316356
1575564324.1321676,1575564372.5328543,1575564372.5405512
1575564324.1321676,1575564372.6418734,1575564372.6497626
1575564324.1321676,1575564372.7510471,1575564372.7575731
1575564324.1321676,1575564372.8588047,1575564372.8653376
1575564324.1321676,1575564372.9665995,1575564372.9731565
1575564324.1321676,1575564373.0745504,1575564373.0805044
1575564324.1321676,1575564373.182751,1575564373.1930933
1575564324.1321676,1575564373.2944772,1575564373.3015637
1575564324.1321676,1575564373.4027646,1575564373.408971
1575564324.1321676,1575564373.5101485,1575564373.5158577
1575564324.1321676,1575564373.617019,1575564373.623721
1575564324.1321676,1575564373.724905,1575564373.7311993
1575564324.1321676,1575564373.8323233,1575564373.838467
1575564324.1321676,1575564373.9396904,1575564373.9481964
1575564324.1321676,1575564374.0496392,1575564374.0562642
1575564324.1321676,1575564374.1578202,1575564374.1647234
1575564324.1321676,1575564374.2662597,1575564374.2759607
1575564324.1321676,1575564374.3770869,1575564374.3824966
1575564324.1321676,1575564374.483949,1575564374.490755
1575564324.1321676,1575564374.5919104,1575564374.5996385
1575564324.1321676,1575564374.7008312,1575564374.7075975
1575564324.1321676,1575564374.8088267,1575564374.8152025
1575564324.1321676,1575564374.9165688,1575564374.922764
1575564324.1321676,1575564375.0241091,1575564375.030781
1575564324.1321676,1575564375.1320121,1575564375.1382093
1575564324.1321676,1575564375.2393992,1575564375.245582
1575564324.1321676,1575564375.34741,1575564375.357881
1575564324.1321676,1575564375.4593213,1575564375.4674578
1575564324.1321676,1575564375.56869,1575564375.5748303
1575564324.1321676,1575564375.6760597,1575564375.685322
1575564324.1321676,1575564375.7866316,1575564375.793327
1575564324.1321676,1575564375.8945434,1575564375.901132
1575564324.1321676,1575564376.0023403,1575564376.008858
1575564324.1321676,1575564376.1100843,1575564376.116658
1575564324.1321676,1575564376.217853,1575564376.2243843
1575564324.1321676,1575564376.3255868,1575564376.332213
1575564324.1321676,1575564376.4344819,1575564376.4471445
1575564324.1321676,1575564376.5484169,1575564376.554682
1575564324.1321676,1575564376.6557827,1575564376.6618068
1575564324.1321676,1575564376.7635095,1575564376.7700207
1575564324.1321676,1575564376.8713515,1575564376.88018
1575564324.1321676,1575564376.98148,1575564376.9876575
1575564324.1321676,1575564377.0888805,1575564377.0951672
1575564324.1321676,1575564377.1967273,1575564377.2030046
1575564324.1321676,1575564377.3041425,1575564377.3103192
1575564324.1321676,1575564377.4115448,1575564377.4176722
1575564324.1321676,1575564377.5194817,1575564377.5327237
1575564324.1321676,1575564377.6339319,1575564377.640028
1575564324.1321676,1575564377.7412527,1575564377.7480283
1575564324.1321676,1575564377.8492436,1575564377.8555322
1575564324.1321676,1575564377.95672,1575564377.9650893
1575564324.1321676,1575564378.0662935,1575564378.0748136
1575564324.1321676,1575564378.1764033,1575564378.1832316
1575564324.1321676,1575564378.2848392,1575564378.290448
1575564324.1321676,1575564378.3918493,1575564378.3987427
1575564324.1321676,1575564378.4999228,1575564378.5061066
1575564324.1321676,1575564378.607904,1575564378.6181457
1575564324.1321676,1575564378.7194269,1575564378.7254915
1575564324.1321676,1575564378.8265822,1575564378.8347883
1575564324.1321676,1575564378.9359968,1575564378.9428325
1575564324.1321676,1575564379.0441124,1575564379.052862
1575564324.1321676,1575564379.1540377,1575564379.1658552
1575564324.1321676,1575564379.2670841,1575564379.273391
1575564324.1321676,1575564379.3745527,1575564379.381278
1575564324.1321676,1575564379.4825456,1575564379.489459
1575564324.1321676,1575564379.5906322,1575564379.5967216
1575564324.1321676,1575564379.6984863,1575564379.7085688
1575564324.1321676,1575564379.8098068,1575564379.8160763
1575564324.1321676,1575564379.9173963,1575564379.9246833
1575564324.1321676,1575564380.0260403,1575564380.0324538
1575564324.1321676,1575564380.1336637,1575564380.139978
1575564324.1321676,1575564380.2412074,1575564380.2477152
1575564324.1321676,1575564380.3488693,1575564380.3556283
1575564324.1321676,1575564380.4571674,1575564380.4646475
1575564324.1321676,1575564380.5658908,1575564380.5720968
1575564324.1321676,1575564380.6732736,1575564380.680179
1575564324.1321676,1575564380.7819898,1575564380.7919586
1575564324.1321676,1575564380.8932006,1575564380.8998892
1575564324.1321676,1575564381.0013216,1575564381.0073922
1575564324.1321676,1575564381.1085749,1575564381.115261
1575564324.1321676,1575564381.2164664,1575564381.2224712
