log_timestamp_verbose,log_timestamp_posix,timestamp_verbose,timestamp_posix,regionalId,intersectionId,msgCount,moy,msom,v1_currState,v1_minEndTime,v1_maxEndTime,v1_elapsedTime,v2_currState,v2_minEndTime,v2_maxEndTime,v2_elapsedTime,v3_currState,v3_minEndTime,v3_maxEndTime,v3_elapsedTime,v4_currState,v4_minEndTime,v4_maxEndTime,v4_elapsedTime,v5_currState,v5_minEndTime,v5_maxEndTime,v5_elapsedTime,v6_currState,v6_minEndTime,v6_maxEndTime,v6_elapsedTime,v7_currState,v7_minEndTime,v7_maxEndTime,v7_elapsedTime,v8_currState,v8_minEndTime,v8_maxEndTime,v8_elapsedTime,p1_currState,p1_minEndTime,p1_maxEndTime,p1_elapsedTime,p2_currState,p2_minEndTime,p2_maxEndTime,p2_elapsedTime,p3_currState,p3_minEndTime,p3_maxEndTime,p3_elapsedTime,p4_currState,p4_minEndTime,p4_maxEndTime,p4_elapsedTime,p5_currState,p5_minEndTime,p5_maxEndTime,p5_elapsedTime,p6_currState,p6_minEndTime,p6_maxEndTime,p6_elapsedTime,p7_currState,p7_minEndTime,p7_maxEndTime,p7_elapsedTime,p8_currState,p8_minEndTime,p8_maxEndTime,p8_elapsedTime
2021-03-08 23:47:27.729353,1615247247.7293618,2021-03-08 23:47:27.729032,1615247247.729041,0,26679,1,96467,27727,red,110,1260,0.0,green,60,60,0.0,red,0,0,0.0,red,240,760,0.0,green,40,210,0.0,red,90,260,0.0,red,0,0,0.0,red,240,760,0.0,do_not_walk,0,0,0.0,do_not_walk,110,110,0.0,do_not_walk,0,0,0.0,do_not_walk,240,240,0.0,do_not_walk,0,0,0.0,do_not_walk,90,90,0.0,do_not_walk,0,0,0.0,do_not_walk,240,240,0.0
2021-03-08 23:47:27.834353,1615247247.834361,2021-03-08 23:47:27.834063,1615247247.834071,0,26679,2,96467,27832,red,109,1259,1,green,59,59,1,red,0,0,1,red,239,759,1,green,39,209,1,red,89,259,1,red,0,0,1,red,239,759,1,do_not_walk,0,0,1,do_not_walk,109,109,1,do_not_walk,0,0,1,do_not_walk,239,239,1,do_not_walk,0,0,1,do_not_walk,89,89,1,do_not_walk,0,0,1,do_not_walk,239,239,1
2021-03-08 23:47:27.933785,1615247247.9337935,2021-03-08 23:47:27.933565,1615247247.933571,0,26679,3,96467,27932,red,108,1258,2,green,58,58,2,red,0,0,2,red,238,758,2,green,38,208,2,red,88,258,2,red,0,0,2,red,238,758,2,do_not_walk,0,0,2,do_not_walk,108,108,2,do_not_walk,0,0,2,do_not_walk,238,238,2,do_not_walk,0,0,2,do_not_walk,88,88,2,do_not_walk,0,0,2,do_not_walk,238,238,2
2021-03-08 23:47:28.034030,1615247248.0340414,2021-03-08 23:47:28.033732,1615247248.033741,0,26679,4,96467,28032,red,107,1257,3,green,57,57,3,red,0,0,3,red,237,757,3,green,37,207,3,red,87,257,3,red,0,0,3,red,237,757,3,do_not_walk,0,0,3,do_not_walk,107,107,3,do_not_walk,0,0,3,do_not_walk,237,237,3,do_not_walk,0,0,3,do_not_walk,87,87,3,do_not_walk,0,0,3,do_not_walk,237,237,3
2021-03-08 23:47:28.135862,1615247248.1358733,2021-03-08 23:47:28.135580,1615247248.135589,0,26679,5,96467,28134,red,106,1256,4,green,56,56,4,red,0,0,4,red,236,756,4,green,36,206,4,red,86,256,4,red,0,0,4,red,236,756,4,do_not_walk,0,0,4,do_not_walk,106,106,4,do_not_walk,0,0,4,do_not_walk,236,236,4,do_not_walk,0,0,4,do_not_walk,86,86,4,do_not_walk,0,0,4,do_not_walk,236,236,4
2021-03-08 23:47:28.233495,1615247248.2335143,2021-03-08 23:47:28.233273,1615247248.233279,0,26679,6,96467,28232,red,105,1255,5,green,55,55,5,red,0,0,5,red,235,755,5,green,35,205,5,red,85,255,5,red,0,0,5,red,235,755,5,do_not_walk,0,0,5,do_not_walk,105,105,5,do_not_walk,0,0,5,do_not_walk,235,235,5,do_not_walk,0,0,5,do_not_walk,85,85,5,do_not_walk,0,0,5,do_not_walk,235,235,5
2021-03-08 23:47:28.342061,1615247248.3420699,2021-03-08 23:47:28.341855,1615247248.341861,0,26679,7,96467,28340,red,104,1254,6,green,54,54,6,red,0,0,6,red,234,754,6,green,34,204,6,red,84,254,6,red,0,0,6,red,234,754,6,do_not_walk,0,0,6,do_not_walk,104,104,6,do_not_walk,0,0,6,do_not_walk,234,234,6,do_not_walk,0,0,6,do_not_walk,84,84,6,do_not_walk,0,0,6,do_not_walk,234,234,6
2021-03-08 23:47:28.440873,1615247248.4408813,2021-03-08 23:47:28.440589,1615247248.440599,0,26679,8,96467,28439,red,103,1253,7,green,53,53,7,red,0,0,7,red,233,753,7,green,33,203,7,red,83,253,7,red,0,0,7,red,233,753,7,do_not_walk,0,0,7,do_not_walk,103,103,7,do_not_walk,0,0,7,do_not_walk,233,233,7,do_not_walk,0,0,7,do_not_walk,83,83,7,do_not_walk,0,0,7,do_not_walk,233,233,7
2021-03-08 23:47:28.541741,1615247248.54175,2021-03-08 23:47:28.541455,1615247248.541464,0,26679,9,96467,28539,red,102,1252,8,green,52,52,8,red,0,0,8,red,232,752,8,green,32,202,8,red,82,252,8,red,0,0,8,red,232,752,8,do_not_walk,0,0,8,do_not_walk,102,102,8,do_not_walk,0,0,8,do_not_walk,232,232,8,do_not_walk,0,0,8,do_not_walk,82,82,8,do_not_walk,0,0,8,do_not_walk,232,232,8
2021-03-08 23:47:28.642164,1615247248.6421723,2021-03-08 23:47:28.641877,1615247248.641885,0,26679,10,96467,28640,red,101,1251,9,green,51,51,9,red,0,0,9,red,231,751,9,green,31,201,9,red,81,251,9,red,0,0,9,red,231,751,9,do_not_walk,0,0,9,do_not_walk,101,101,9,do_not_walk,0,0,9,do_not_walk,231,231,9,do_not_walk,0,0,9,do_not_walk,81,81,9,do_not_walk,0,0,9,do_not_walk,231,231,9
